  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      6.2096E-03      1.0201E+00      1.0013E+00      1.0510E+00      6.1367E-03      8.9367E+01      9.0709E+01      1.0000E+00
      6.1273E-03      1.0426E+00      1.0032E+00      1.0835E+00      6.0187E-03      8.8950E+01      9.1000E+01      1.0000E+00
      6.9984E-03      1.1118E+00      1.0252E+00      1.2298E+00      6.2495E-03      7.8886E+01      9.5116E+01      1.0000E+00
      6.3952E-03      1.1261E+00      1.0544E+00      1.3737E+00      5.2792E-03      7.9798E+01      9.8689E+01      1.0000E+00
      4.0197E-03      1.4669E+00      1.2648E+00      1.7066E+00      2.3652E-03      6.5421E+01      1.2750E+02      1.0000E+00
      5.1852E-03      1.2682E+00      1.3178E+00      1.4041E+00      2.9965E-03      7.1728E+01      1.3064E+02      1.0000E+00
      6.6306E-03      1.0360E+00      1.0072E+00      1.0822E+00      6.2781E-03      8.3142E+01      9.5157E+01      1.0000E+00
      6.3147E-03      1.0149E+00      1.0006E+00      1.0361E+00      6.1571E-03      8.8564E+01      9.1416E+01      1.0000E+00
      6.4721E-03      1.0067E+00      1.0002E+00      1.0101E+00      6.4437E-03      8.8944E+01      9.0979E+01      1.0000E+00
      6.4126E-03      1.0058E+00      1.0003E+00      1.0152E+00      6.3698E-03      8.8867E+01      9.0965E+01      1.0000E+00
      6.3625E-03      1.0046E+00      1.0001E+00      1.0101E+00      6.3554E-03      8.9737E+01      9.0247E+01      1.0000E+00
      6.3770E-03      1.0041E+00      1.0000E+00      1.0087E+00      6.3634E-03      8.9921E+01      9.0165E+01      1.0000E+00
      6.3867E-03      1.0039E+00      1.0000E+00      1.0066E+00      6.3794E-03      8.9934E+01      9.0065E+01      1.0000E+00
      6.3788E-03      1.0045E+00      1.0000E+00      1.0094E+00      6.3639E-03      8.9908E+01      9.0175E+01      1.0000E+00
      6.3724E-03      1.0067E+00      1.0001E+00      1.0141E+00      6.3577E-03      8.9755E+01      9.0343E+01      1.0000E+00
      6.4428E-03      1.0163E+00      1.0006E+00      1.0293E+00      6.3854E-03      8.8581E+01      9.1097E+01      1.0000E+00
      6.5106E-03      1.0294E+00      1.0018E+00      1.0495E+00      6.4025E-03      8.8034E+01      9.2419E+01      1.0000E+00
      6.3478E-03      1.0302E+00      1.0040E+00      1.0826E+00      6.2097E-03      8.7604E+01      9.2413E+01      1.0000E+00
      6.6915E-03      1.0972E+00      1.0176E+00      1.1798E+00      6.3109E-03      8.1417E+01      9.6132E+01      1.0000E+00
      5.2263E-03      1.3474E+00      1.3152E+00      1.5443E+00      3.0153E-03      6.9568E+01      1.3035E+02      1.0000E+00
      5.4477E-03      1.2398E+00      1.3113E+00      1.3806E+00      3.1344E-03      7.3752E+01      1.3031E+02      1.0000E+00
      7.1471E-03      1.0501E+00      1.0144E+00      1.0956E+00      6.5963E-03      8.0344E+01      9.5675E+01      1.0000E+00
      6.5412E-03      1.0065E+00      1.0004E+00      1.0089E+00      6.5082E-03      8.8469E+01      9.1601E+01      1.0000E+00
      6.4875E-03      1.0021E+00      1.0002E+00      1.0045E+00      6.4683E-03      8.8866E+01      9.1047E+01      1.0000E+00
      6.4481E-03      1.0010E+00      1.0001E+00      1.0020E+00      6.4381E-03      8.9410E+01      9.0525E+01      1.0000E+00
      6.4275E-03      1.0015E+00      1.0000E+00      1.0032E+00      6.4112E-03      8.9534E+01      9.0330E+01      1.0000E+00
      6.4062E-03      1.0012E+00      1.0000E+00      1.0024E+00      6.3989E-03      8.9795E+01      9.0144E+01      1.0000E+00
      6.3981E-03      1.0008E+00      1.0000E+00      1.0014E+00      6.3965E-03      8.9954E+01      9.0049E+01      1.0000E+00
      6.3975E-03      1.0007E+00      1.0000E+00      1.0013E+00      6.3961E-03      8.9988E+01      9.0012E+01      1.0000E+00
      6.3987E-03      1.0010E+00      1.0000E+00      1.0018E+00      6.3963E-03      8.9950E+01      9.0058E+01      1.0000E+00
      6.4088E-03      1.0022E+00      1.0000E+00      1.0037E+00      6.3999E-03      8.9765E+01      9.0192E+01      1.0000E+00
      6.4328E-03      1.0047E+00      1.0001E+00      1.0074E+00      6.4123E-03      8.9419E+01      9.0513E+01      1.0000E+00
      6.4554E-03      1.0081E+00      1.0002E+00      1.0135E+00      6.4240E-03      8.9144E+01      9.0984E+01      1.0000E+00
      6.5010E-03      1.0175E+00      1.0008E+00      1.0300E+00      6.4472E-03      8.8420E+01      9.1792E+01      1.0000E+00
      6.5643E-03      1.0292E+00      1.0021E+00      1.0603E+00      6.4927E-03      8.8157E+01      9.2348E+01      1.0000E+00
      7.1720E-03      1.1146E+00      1.0235E+00      1.1952E+00      6.6116E-03      7.9607E+01      9.7751E+01      1.0000E+00
      5.4443E-03      1.3138E+00      1.3125E+00      1.5139E+00      3.1330E-03      7.1234E+01      1.3020E+02      1.0000E+00
      5.1852E-03      1.2682E+00      1.3178E+00      1.4041E+00      2.9965E-03      7.1727E+01      1.3064E+02      1.0000E+00
      7.1471E-03      1.0501E+00      1.0144E+00      1.0956E+00      6.5963E-03      8.0344E+01      9.5675E+01      1.0000E+00
      6.6514E-03      1.0015E+00      1.0005E+00      1.0020E+00      6.6382E-03      8.8141E+01      9.1745E+01      1.0000E+00
      6.5653E-03      1.0059E+00      1.0006E+00      1.0112E+00      6.5019E-03      8.8088E+01      9.1433E+01      1.0000E+00
      6.4659E-03      1.0022E+00      1.0001E+00      1.0040E+00      6.4443E-03      8.9217E+01      9.0627E+01      1.0000E+00
      6.4281E-03      1.0011E+00      1.0000E+00      1.0021E+00      6.4171E-03      8.9642E+01      9.0268E+01      1.0000E+00
      6.4119E-03      1.0006E+00      1.0000E+00      1.0011E+00      6.4061E-03      8.9834E+01      9.0114E+01      1.0000E+00
      6.4044E-03      1.0002E+00      1.0000E+00      1.0005E+00      6.4014E-03      8.9926E+01      9.0048E+01      1.0000E+00
      6.4009E-03      1.0001E+00      1.0000E+00      1.0003E+00      6.3999E-03      8.9977E+01      9.0015E+01      1.0000E+00
      6.4001E-03      1.0001E+00      1.0000E+00      1.0002E+00      6.3998E-03      8.9997E+01      9.0003E+01      1.0000E+00
      6.4011E-03      1.0002E+00      1.0000E+00      1.0003E+00      6.4000E-03      8.9976E+01      9.0018E+01      1.0000E+00
      6.4048E-03      1.0005E+00      1.0000E+00      1.0008E+00      6.4014E-03      8.9918E+01      9.0061E+01      1.0000E+00
      6.4127E-03      1.0010E+00      1.0000E+00      1.0016E+00      6.4060E-03      8.9809E+01      9.0159E+01      1.0000E+00
      6.4296E-03      1.0026E+00      1.0000E+00      1.0039E+00      6.4171E-03      8.9586E+01      9.0375E+01      1.0000E+00
      6.4695E-03      1.0070E+00      1.0002E+00      1.0107E+00      6.4454E-03      8.9126E+01      9.0844E+01      1.0000E+00
      6.5704E-03      1.0202E+00      1.0010E+00      1.0310E+00      6.5042E-03      8.7973E+01      9.1954E+01      1.0000E+00
      6.6473E-03      1.0325E+00      1.0024E+00      1.0623E+00      6.5373E-03      8.8074E+01      9.2734E+01      1.0000E+00
      7.1115E-03      1.1152E+00      1.0223E+00      1.1825E+00      6.5737E-03      8.0237E+01      9.8001E+01      1.0000E+00
      5.1578E-03      1.2837E+00      1.3241E+00      1.4586E+00      2.9902E-03      7.1397E+01      1.3083E+02      1.0000E+00
      3.9986E-03      1.3672E+00      1.2862E+00      1.6349E+00      2.3671E-03      6.6768E+01      1.2823E+02      1.0000E+00
      6.6306E-03      1.0360E+00      1.0072E+00      1.0822E+00      6.2781E-03      8.3142E+01      9.5157E+01      1.0000E+00
      6.5412E-03      1.0065E+00      1.0004E+00      1.0089E+00      6.5082E-03      8.8469E+01      9.1601E+01      1.0000E+00
      6.5653E-03      1.0059E+00      1.0006E+00      1.0112E+00      6.5019E-03      8.8088E+01      9.1433E+01      1.0000E+00
      6.4797E-03      1.0024E+00      1.0001E+00      1.0047E+00      6.4493E-03      8.9065E+01      9.0666E+01      1.0000E+00
      6.4325E-03      1.0013E+00      1.0000E+00      1.0025E+00      6.4173E-03      8.9581E+01      9.0290E+01      1.0000E+00
      6.4109E-03      1.0005E+00      1.0000E+00      1.0010E+00      6.4055E-03      8.9855E+01      9.0100E+01      1.0000E+00
      6.4035E-03      1.0002E+00      1.0000E+00      1.0004E+00      6.4017E-03      8.9951E+01      9.0033E+01      1.0000E+00
      6.4012E-03      1.0001E+00      1.0000E+00      1.0001E+00      6.4004E-03      8.9983E+01      9.0011E+01      1.0000E+00
      6.4003E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9994E+01      9.0003E+01      1.0000E+00
      6.4001E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9999E+01      9.0001E+01      1.0000E+00
      6.4004E-03      1.0000E+00      1.0000E+00      1.0001E+00      6.4001E-03      8.9994E+01      9.0004E+01      1.0000E+00
      6.4012E-03      1.0001E+00      1.0000E+00      1.0001E+00      6.4004E-03      8.9982E+01      9.0013E+01      1.0000E+00
      6.4036E-03      1.0002E+00      1.0000E+00      1.0004E+00      6.4016E-03      8.9947E+01      9.0040E+01      1.0000E+00
      6.4111E-03      1.0008E+00      1.0000E+00      1.0013E+00      6.4055E-03      8.9847E+01      9.0120E+01      1.0000E+00
      6.4331E-03      1.0029E+00      1.0000E+00      1.0045E+00      6.4175E-03      8.9570E+01      9.0360E+01      1.0000E+00
      6.4790E-03      1.0079E+00      1.0002E+00      1.0119E+00      6.4490E-03      8.9071E+01      9.0885E+01      1.0000E+00
      6.5568E-03      1.0208E+00      1.0010E+00      1.0317E+00      6.4828E-03      8.8204E+01      9.1923E+01      1.0000E+00
      6.5158E-03      1.0287E+00      1.0019E+00      1.0631E+00      6.3826E-03      8.8847E+01      9.2060E+01      1.0000E+00
      6.5856E-03      1.0988E+00      1.0136E+00      1.1395E+00      6.2234E-03      8.4228E+01      9.6037E+01      1.0000E+00
      3.9965E-03      1.2787E+00      1.3189E+00      1.5795E+00      2.3758E-03      6.8118E+01      1.2900E+02      1.0000E+00
      6.2799E-03      1.1140E+00      1.0395E+00      1.2847E+00      5.3992E-03      7.7054E+01      1.0087E+02      1.0000E+00
      6.3147E-03      1.0149E+00      1.0006E+00      1.0361E+00      6.1571E-03      8.8564E+01      9.1416E+01      1.0000E+00
      6.4875E-03      1.0021E+00      1.0002E+00      1.0045E+00      6.4683E-03      8.8866E+01      9.1047E+01      1.0000E+00
      6.4659E-03      1.0022E+00      1.0001E+00      1.0040E+00      6.4443E-03      8.9217E+01      9.0627E+01      1.0000E+00
      6.4325E-03      1.0013E+00      1.0000E+00      1.0025E+00      6.4173E-03      8.9581E+01      9.0290E+01      1.0000E+00
      6.4114E-03      1.0005E+00      1.0000E+00      1.0009E+00      6.4054E-03      8.9847E+01      9.0100E+01      1.0000E+00
      6.4033E-03      1.0002E+00      1.0000E+00      1.0003E+00      6.4014E-03      8.9954E+01      9.0030E+01      1.0000E+00
      6.4008E-03      1.0000E+00      1.0000E+00      1.0001E+00      6.4003E-03      8.9988E+01      9.0008E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4001E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4001E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4009E-03      1.0001E+00      1.0000E+00      1.0001E+00      6.4003E-03      8.9988E+01      9.0009E+01      1.0000E+00
      6.4033E-03      1.0002E+00      1.0000E+00      1.0004E+00      6.4014E-03      8.9953E+01      9.0034E+01      1.0000E+00
      6.4113E-03      1.0009E+00      1.0000E+00      1.0015E+00      6.4053E-03      8.9847E+01      9.0119E+01      1.0000E+00
      6.4316E-03      1.0030E+00      1.0000E+00      1.0046E+00      6.4170E-03      8.9599E+01      9.0353E+01      1.0000E+00
      6.4616E-03      1.0074E+00      1.0001E+00      1.0119E+00      6.4335E-03      8.9332E+01      9.0751E+01      1.0000E+00
      6.4768E-03      1.0164E+00      1.0005E+00      1.0312E+00      6.4081E-03      8.9391E+01      9.1118E+01      1.0000E+00
      6.3153E-03      1.0289E+00      1.0024E+00      1.0635E+00      6.1483E-03      8.8078E+01      9.3152E+01      1.0000E+00
      6.3593E-03      1.1638E+00      1.0563E+00      1.2673E+00      5.5518E-03      7.2273E+01      1.0651E+02      1.0000E+00
      4.0303E-03      1.4026E+00      1.2430E+00      1.6489E+00      2.5560E-03      6.4846E+01      1.2560E+02      1.0000E+00
      6.7786E-03      1.0691E+00      1.0159E+00      1.1592E+00      6.1287E-03      8.0056E+01      9.7122E+01      1.0000E+00
      6.4721E-03      1.0067E+00      1.0002E+00      1.0101E+00      6.4437E-03      8.8944E+01      9.0979E+01      1.0000E+00
      6.4481E-03      1.0010E+00      1.0001E+00      1.0020E+00      6.4381E-03      8.9410E+01      9.0525E+01      1.0000E+00
      6.4281E-03      1.0011E+00      1.0000E+00      1.0021E+00      6.4171E-03      8.9642E+01      9.0268E+01      1.0000E+00
      6.4109E-03      1.0005E+00      1.0000E+00      1.0010E+00      6.4055E-03      8.9855E+01      9.0100E+01      1.0000E+00
      6.4033E-03      1.0002E+00      1.0000E+00      1.0003E+00      6.4014E-03      8.9954E+01      9.0030E+01      1.0000E+00
      6.4008E-03      1.0000E+00      1.0000E+00      1.0001E+00      6.4003E-03      8.9988E+01      9.0007E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4008E-03      1.0001E+00      1.0000E+00      1.0001E+00      6.4003E-03      8.9988E+01      9.0008E+01      1.0000E+00
      6.4032E-03      1.0003E+00      1.0000E+00      1.0004E+00      6.4014E-03      8.9955E+01      9.0034E+01      1.0000E+00
      6.4105E-03      1.0009E+00      1.0000E+00      1.0015E+00      6.4055E-03      8.9866E+01      9.0112E+01      1.0000E+00
      6.4267E-03      1.0029E+00      1.0000E+00      1.0043E+00      6.4172E-03      8.9718E+01      9.0284E+01      1.0000E+00
      6.4452E-03      1.0066E+00      1.0001E+00      1.0126E+00      6.4215E-03      8.9814E+01      9.0362E+01      1.0000E+00
      6.4704E-03      1.0161E+00      1.0005E+00      1.0304E+00      6.4196E-03      8.8923E+01      9.0739E+01      1.0000E+00
      6.7566E-03      1.1180E+00      1.0146E+00      1.1813E+00      6.1381E-03      8.3300E+01      9.5762E+01      1.0000E+00
      4.1141E-03      1.3120E+00      1.2932E+00      1.5367E+00      2.6640E-03      6.4081E+01      1.2799E+02      1.0000E+00
      5.2186E-03      1.0855E+00      1.0181E+00      1.2094E+00      4.8258E-03      8.7200E+01      9.5482E+01      1.0000E+00
      6.0405E-03      1.0366E+00      1.0020E+00      1.0641E+00      5.9195E-03      8.8664E+01      9.1005E+01      1.0000E+00
      6.4126E-03      1.0058E+00      1.0003E+00      1.0152E+00      6.3698E-03      8.8867E+01      9.0965E+01      1.0000E+00
      6.4275E-03      1.0015E+00      1.0000E+00      1.0032E+00      6.4112E-03      8.9534E+01      9.0330E+01      1.0000E+00
      6.4119E-03      1.0006E+00      1.0000E+00      1.0011E+00      6.4061E-03      8.9834E+01      9.0114E+01      1.0000E+00
      6.4035E-03      1.0002E+00      1.0000E+00      1.0004E+00      6.4017E-03      8.9951E+01      9.0033E+01      1.0000E+00
      6.4008E-03      1.0000E+00      1.0000E+00      1.0001E+00      6.4003E-03      8.9988E+01      9.0008E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4008E-03      1.0001E+00      1.0000E+00      1.0001E+00      6.4003E-03      8.9988E+01      9.0008E+01      1.0000E+00
      6.4034E-03      1.0003E+00      1.0000E+00      1.0005E+00      6.4017E-03      8.9956E+01      9.0034E+01      1.0000E+00
      6.4114E-03      1.0012E+00      1.0000E+00      1.0018E+00      6.4065E-03      8.9878E+01      9.0108E+01      1.0000E+00
      6.4247E-03      1.0039E+00      1.0000E+00      1.0060E+00      6.4090E-03      8.9804E+01      9.0234E+01      1.0000E+00
      6.4019E-03      1.0116E+00      1.0002E+00      1.0188E+00      6.3306E-03      8.9096E+01      9.0519E+01      1.0000E+00
      6.0444E-03      1.0227E+00      1.0030E+00      1.0386E+00      5.9188E-03      8.5878E+01      9.4320E+01      1.0000E+00
      5.3302E-03      1.0568E+00      1.0336E+00      1.1132E+00      4.9693E-03      7.8563E+01      1.0392E+02      1.0000E+00
      5.9531E-03      1.0463E+00      1.0073E+00      1.1228E+00      5.7365E-03      8.7442E+01      9.2014E+01      1.0000E+00
      6.1881E-03      1.0186E+00      1.0011E+00      1.0469E+00      6.1131E-03      8.9330E+01      9.0683E+01      1.0000E+00
      6.3625E-03      1.0046E+00      1.0001E+00      1.0101E+00      6.3554E-03      8.9737E+01      9.0247E+01      1.0000E+00
      6.4062E-03      1.0012E+00      1.0000E+00      1.0024E+00      6.3989E-03      8.9795E+01      9.0144E+01      1.0000E+00
      6.4044E-03      1.0002E+00      1.0000E+00      1.0005E+00      6.4014E-03      8.9926E+01      9.0048E+01      1.0000E+00
      6.4012E-03      1.0001E+00      1.0000E+00      1.0001E+00      6.4004E-03      8.9983E+01      9.0011E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4002E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      6.4011E-03      1.0001E+00      1.0000E+00      1.0002E+00      6.4005E-03      8.9985E+01      9.0011E+01      1.0000E+00
      6.4040E-03      1.0005E+00      1.0000E+00      1.0007E+00      6.4016E-03      8.9949E+01      9.0042E+01      1.0000E+00
      6.4032E-03      1.0013E+00      1.0000E+00      1.0021E+00      6.3949E-03      8.9933E+01      9.0082E+01      1.0000E+00
      6.3482E-03      1.0036E+00      1.0001E+00      1.0073E+00      6.3247E-03      8.9287E+01      9.0707E+01      1.0000E+00
      6.1322E-03      1.0143E+00      1.0023E+00      1.0245E+00      6.0072E-03      8.6984E+01      9.3919E+01      1.0000E+00
      5.7730E-03      1.0361E+00      1.0189E+00      1.0453E+00      5.5141E-03      8.1179E+01      1.0105E+02      1.0000E+00
      6.3465E-03      1.0361E+00      1.0028E+00      1.0774E+00      6.1820E-03      8.8251E+01      9.1201E+01      1.0000E+00
      6.3295E-03      1.0150E+00      1.0005E+00      1.0327E+00      6.2688E-03      8.9440E+01      9.0532E+01      1.0000E+00
      6.3770E-03      1.0041E+00      1.0000E+00      1.0087E+00      6.3634E-03      8.9921E+01      9.0165E+01      1.0000E+00
      6.3981E-03      1.0008E+00      1.0000E+00      1.0014E+00      6.3965E-03      8.9954E+01      9.0049E+01      1.0000E+00
      6.4009E-03      1.0001E+00      1.0000E+00      1.0003E+00      6.3999E-03      8.9977E+01      9.0015E+01      1.0000E+00
      6.4003E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9995E+01      9.0003E+01      1.0000E+00
      6.4001E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4000E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      6.4001E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      6.4003E-03      1.0000E+00      1.0000E+00      1.0000E+00      6.4001E-03      8.9996E+01      9.0003E+01      1.0000E+00
      6.4006E-03      1.0001E+00      1.0000E+00      1.0002E+00      6.4000E-03      8.9988E+01      9.0012E+01      1.0000E+00
      6.3950E-03      1.0004E+00      1.0000E+00      1.0009E+00      6.3916E-03      8.9945E+01      9.0044E+01      1.0000E+00
      6.3535E-03      1.0028E+00      1.0000E+00      1.0063E+00      6.3288E-03      8.9578E+01      9.0506E+01      1.0000E+00
      6.1968E-03      1.0094E+00      1.0010E+00      1.0290E+00      6.0832E-03      8.8198E+01      9.2268E+01      1.0000E+00
      5.7564E-03      1.0494E+00      1.0151E+00      1.1471E+00      5.3798E-03      8.4255E+01      9.7037E+01      1.0000E+00
      6.4714E-03      1.0318E+00      1.0013E+00      1.0512E+00      6.3914E-03      8.9264E+01      9.0736E+01      1.0000E+00
      6.3784E-03      1.0138E+00      1.0003E+00      1.0229E+00      6.3491E-03      8.9732E+01      9.0268E+01      1.0000E+00
      6.3864E-03      1.0038E+00      1.0000E+00      1.0065E+00      6.3793E-03      8.9936E+01      9.0064E+01      1.0000E+00
      6.3974E-03      1.0007E+00      1.0000E+00      1.0012E+00      6.3961E-03      8.9988E+01      9.0012E+01      1.0000E+00
      6.4001E-03      1.0001E+00      1.0000E+00      1.0002E+00      6.3998E-03      8.9998E+01      9.0002E+01      1.0000E+00
