  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      3.0592E-02      1.3436E+00      1.1741E+00      1.5833E+00      2.0010E-02      7.0107E+01      1.2104E+02      1.0000E+00
      3.7998E-02      1.0423E+00      1.0058E+00      1.1117E+00      3.6923E-02      8.8472E+01      9.1757E+01      1.0000E+00
      4.0067E-02      1.0241E+00      1.0012E+00      1.0449E+00      3.9664E-02      8.8860E+01      9.1528E+01      1.0000E+00
      4.1191E-02      1.0099E+00      1.0005E+00      1.0214E+00      4.0643E-02      8.8199E+01      9.1140E+01      1.0000E+00
      4.0828E-02      1.0024E+00      1.0000E+00      1.0049E+00      4.0631E-02      8.9446E+01      9.0277E+01      1.0000E+00
      4.0828E-02      1.0024E+00      1.0000E+00      1.0049E+00      4.0631E-02      8.9446E+01      9.0277E+01      1.0000E+00
      4.1191E-02      1.0099E+00      1.0005E+00      1.0214E+00      4.0643E-02      8.8199E+01      9.1140E+01      1.0000E+00
      4.0067E-02      1.0241E+00      1.0012E+00      1.0449E+00      3.9664E-02      8.8860E+01      9.1528E+01      1.0000E+00
      3.7998E-02      1.0423E+00      1.0058E+00      1.1117E+00      3.6923E-02      8.8472E+01      9.1757E+01      1.0000E+00
      3.7998E-02      1.0423E+00      1.0058E+00      1.1117E+00      3.6923E-02      8.8472E+01      9.1757E+01      1.0000E+00
      4.0067E-02      1.0241E+00      1.0012E+00      1.0449E+00      3.9664E-02      8.8860E+01      9.1528E+01      1.0000E+00
      4.1191E-02      1.0099E+00      1.0005E+00      1.0214E+00      4.0643E-02      8.8199E+01      9.1140E+01      1.0000E+00
      4.0828E-02      1.0024E+00      1.0000E+00      1.0049E+00      4.0631E-02      8.9446E+01      9.0277E+01      1.0000E+00
      4.0828E-02      1.0024E+00      1.0000E+00      1.0049E+00      4.0631E-02      8.9446E+01      9.0277E+01      1.0000E+00
      4.1191E-02      1.0099E+00      1.0005E+00      1.0214E+00      4.0643E-02      8.8199E+01      9.1140E+01      1.0000E+00
      4.0067E-02      1.0241E+00      1.0012E+00      1.0449E+00      3.9664E-02      8.8860E+01      9.1528E+01      1.0000E+00
      3.7998E-02      1.0423E+00      1.0058E+00      1.1117E+00      3.6923E-02      8.8472E+01      9.1757E+01      1.0000E+00
      3.0592E-02      1.3436E+00      1.1741E+00      1.5833E+00      2.0010E-02      7.0107E+01      1.2104E+02      1.0000E+00
      4.6232E-02      1.0832E+00      1.0297E+00      1.1720E+00      4.0973E-02      7.6226E+01      9.9147E+01      1.0000E+00
      4.2248E-02      1.0100E+00      1.0017E+00      1.0184E+00      4.1510E-02      8.6677E+01      9.2323E+01      1.0000E+00
      4.1191E-02      1.0099E+00      1.0005E+00      1.0214E+00      4.0643E-02      8.8199E+01      9.1140E+01      1.0000E+00
      4.1191E-02      1.0099E+00      1.0005E+00      1.0214E+00      4.0643E-02      8.8199E+01      9.1140E+01      1.0000E+00
      4.2248E-02      1.0100E+00      1.0017E+00      1.0184E+00      4.1510E-02      8.6677E+01      9.2323E+01      1.0000E+00
      4.6232E-02      1.0832E+00      1.0297E+00      1.1720E+00      4.0973E-02      7.6226E+01      9.9147E+01      1.0000E+00
      3.0592E-02      1.3436E+00      1.1741E+00      1.5833E+00      2.0010E-02      7.0107E+01      1.2104E+02      1.0000E+00
      3.8891E-02      1.2021E+00      1.2054E+00      1.3414E+00      2.4697E-02      7.6878E+01      1.2394E+02      1.0000E+00
      4.6232E-02      1.0832E+00      1.0297E+00      1.1720E+00      4.0973E-02      7.6226E+01      9.9147E+01      1.0000E+00
      4.0067E-02      1.0241E+00      1.0012E+00      1.0449E+00      3.9664E-02      8.8860E+01      9.1528E+01      1.0000E+00
      4.0067E-02      1.0241E+00      1.0012E+00      1.0449E+00      3.9664E-02      8.8860E+01      9.1528E+01      1.0000E+00
      4.6232E-02      1.0832E+00      1.0297E+00      1.1720E+00      4.0973E-02      7.6226E+01      9.9147E+01      1.0000E+00
      3.8891E-02      1.2021E+00      1.2054E+00      1.3414E+00      2.4697E-02      7.6878E+01      1.2394E+02      1.0000E+00
      3.0592E-02      1.3436E+00      1.1741E+00      1.5833E+00      2.0010E-02      7.0107E+01      1.2104E+02      1.0000E+00
      3.7998E-02      1.0423E+00      1.0058E+00      1.1117E+00      3.6923E-02      8.8472E+01      9.1757E+01      1.0000E+00
      3.7998E-02      1.0423E+00      1.0058E+00      1.1117E+00      3.6923E-02      8.8472E+01      9.1757E+01      1.0000E+00
      3.0592E-02      1.3436E+00      1.1741E+00      1.5833E+00      2.0010E-02      7.0107E+01      1.2104E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      4.3876E-02      1.1589E+00      1.0345E+00      1.2846E+00      3.7599E-02      8.3061E+01      1.0004E+02      1.0000E+00
      2.7409E-02      1.2319E+00      1.1843E+00      1.3788E+00      1.7690E-02      7.5985E+01      1.2240E+02      1.0000E+00
      2.8445E-02      1.3882E+00      1.1506E+00      1.5731E+00      2.0908E-02      6.7097E+01      1.1657E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
      3.3205E-02      1.2788E+00      1.1353E+00      1.4103E+00      2.4602E-02      6.9692E+01      1.1803E+02      1.0000E+00
